location_hash,location_file,location_start_line,location_start_column,location_end_line,location_end_column,warning_rule_id,warning_rule_name,warning_message,warning_weakness,warning_severity
b3aa6023c4a0ec51d91b053dcde760ca2cce18e08b5a3048e1213094742706fd,python/pyarrow/tensorflow/plasma_op.cc,176,14,-1,59,FF1004,buffer/memcpy,buffer/memcpy:Does not check for buffer overflows when copying to destination (CWE-120).,CWE-120,LOW
f5c05ef91d248b46408ed312bd279013be745983f9cdd6f54ba9716e179a804a,python/pyarrow/tensorflow/plasma_op.cc,314,12,-1,19,FF1004,buffer/memcpy,buffer/memcpy:Does not check for buffer overflows when copying to destination (CWE-120).,CWE-120,LOW
ec28b882fca88e6bf61b86237acbba09a9716c78b41f9312259382f754b17b6a,cpp/src/arrow/stl_allocator.h,120,5,-1,57,FF1004,buffer/memcpy,buffer/memcpy:Does not check for buffer overflows when copying to destination (CWE-120).,CWE-120,LOW
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,58,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,67,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,76,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,85,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,95,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,104,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,117,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,132,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
a7501a81de185a1004c3eca7141e8632b2939b6439bcee14d5d8351f8e171a82,cpp/src/arrow/compare_benchmark.cc,145,14,-1,50,FF1048,random/random,random/random:This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,CWE-327,MEDIUM
0aa797b8cfdae03821eeac545a8a9f6da0bd27419987e3a63877a8be128dd1c6,cpp/src/arrow/python/numpy_to_arrow.cc,371,5,-1,52,FF1004,buffer/memcpy,buffer/memcpy:Does not check for buffer overflows when copying to destination (CWE-120).,CWE-120,LOW
