location_hash,location_file,location_start_line,location_start_column,location_end_line,location_end_column,warning_rule_id,warning_rule_name,warning_message,warning_weakness,warning_severity
e1ae801a6a074319c00e48a90599fe33e3fdb9f6f52cf4986d7fd9dbb085b06e,src/include/ndpi_typedefs.h,591,5,-1,37,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
f4de579cd236a0b9b3ddc35ea2b3a29bfc8853ba9a5dffc0f136d1c383572030,src/include/ndpi_typedefs.h,763,38,-1,68,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
2247016319d0f4022237afe5ed671242d36febcdc72523e0a0fef15afb046f10,src/include/ndpi_typedefs.h,764,58,-1,90,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
a591c17a3068794b15ce9b5a45419a7b5aa9084fb4de8a8aadee207aca9e83af,src/include/ndpi_typedefs.h,767,38,-1,68,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
2247016319d0f4022237afe5ed671242d36febcdc72523e0a0fef15afb046f10,src/include/ndpi_typedefs.h,768,58,-1,90,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
a591c17a3068794b15ce9b5a45419a7b5aa9084fb4de8a8aadee207aca9e83af,src/include/ndpi_typedefs.h,771,38,-1,68,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
0818b8058a4688958e458d0e1cbf41ce095d85750b6bd761edc36802082d9573,src/include/ndpi_typedefs.h,773,45,-1,74,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
3a26758fd3bdd77378adea14adb6bb24583a0b2c1cfa1fcc5e963f6f4b35abb9,src/include/ndpi_typedefs.h,774,30,-1,62,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
29cec4fc99b0ddd95d4d4184c3ce09058dd6ddd4d1c178213d41e98f0dc44328,src/include/ndpi_typedefs.h,1049,3,-1,81,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
04991c47fbb0b60b549aa38e86e0ecf67d1073954132635608cf393f05a968ba,src/include/ndpi_typedefs.h,1222,3,-1,28,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
228b0edeaa8323835f3d18ebdf6650bb76f5ce58ccc28e7f25c07f79f6fcac53,src/include/ndpi_typedefs.h,1230,3,-1,29,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
f441b8584c9d792d04610be236293f5e51934b341f7574f4f6e611fc590514b4,src/include/ndpi_typedefs.h,1284,7,-1,51,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
477fc2b7dad5f3ae54d4d828ca4392b05b54590d389df25626a4b57f66c9be81,src/include/ndpi_typedefs.h,1290,7,-1,43,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
dd7f26589fcf6d0b03f0965690a30a5f747b56aeef8af96ca775348f94fad91a,src/include/ndpi_typedefs.h,1313,7,-1,55,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
fe40fb0d31a2ce34ecbe6de404d8c0428028ecf809e2e82607f206fc90566710,src/include/ndpi_typedefs.h,1314,7,-1,47,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
56a86ac8e103c2da0462adcc25d9d70025f5278c4f5e97e134afb1f680d4bd39,src/include/ndpi_typedefs.h,1318,7,-1,26,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
